emiss,obj_dist,refl_app_temp,atm_temp,rel_hum,atm_trans_a_1,atm_trans_a_2,atm_trans_b_1,atm_trans_b_2,atm_trans_x,planck_r1,planck_b,planck_f,planck_o,planck_r2
0.95,3,21,21,0.5,0.006569,0.01262,-0.002276,-0.00667,1.9,21546.203,1507.2,1,-6331,0.016229488
